Payee Name,Agency,Zip Code,Amount,Payment Description
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,348,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1500,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1590,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,-1590,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,320,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,87.5,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,401.84,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,657.27,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1590,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1167.5,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1350,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,322.56,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1288.57,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,742.05,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,349.7,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,161,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,420,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,1609.88,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,215,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,79.5,BUILDING REPAIR & MAINTENANCE SUPPLIES
C N ROBINSON LIGHTING SUPPLY,CENTRAL SERVICES,21227,548.8,BUILDING REPAIR & MAINTENANCE SUPPLIES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1444.1,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1234.8,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,3434.32,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,234.42,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1442.7,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1009.89,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,265.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,243.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1193.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,465.72,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1193.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,857.15,TIRES/TUBES
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,27.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,27.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,907.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,234.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1302.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,862.28,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,9699.1,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,188.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1077.85,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,8712.1,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,121.23,TIRES/TUBES
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1047.98,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,338.81,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,914.38,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,154.45,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,115,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,444.8,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,639.1,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,365.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,636.48,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,798.7,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1963.54,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,662,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,432,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,713.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,665.5,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,3127,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,365.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,711.3,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,657.12,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,140.43,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1800.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,795.36,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,13988.68,TIRES/TUBES
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,315,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,314.95,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,646.24,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2095.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1621.53,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,586.68,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,160.15,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,160.64,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,30,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,338.81,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,409.29,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,435,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,714.05,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,345.78,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,685.72,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,3114.84,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,5934.74,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,466.22,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,14877.62,TIRES/TUBES
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1594.44,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,800.7,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1374.57,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2099.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,314.95,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,314.95,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,4975.75,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,317.56,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1270.24,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,338.81,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,7600.02,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,944.56,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,627.98,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,751.48,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1568.22,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1298.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,50,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,110.43,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,383.83,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,800.7,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,840.24,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,521.51,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,1430.29,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,142.48,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1832.76,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,419.94,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,157.91,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,621.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,171,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,962.02,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,85.5,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,683.34,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,314.95,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,315,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,2676.4,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1298.43,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1154.16,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,161.16,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,4014.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,4183.48,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,802.92,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,479.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,571.46,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,15354.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,454.98,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,8727.52,TIRES/TUBES
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,3988.12,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1322.58,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,233.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2315.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,716.77,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,60,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,139.22,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,459,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,324.51,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,621.64,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,331.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,3032.7,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,4986.4,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1010.9,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,672.74,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,2064.96,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,9684.6,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,773.2,TIRES/TUBES
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1601.4,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,788.29,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1284.34,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2095.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,764.1,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,682.84,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,139.22,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,241,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,703.06,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1359.24,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,653.79,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,3678.4,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,523.99,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,233.95,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,145,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,719.99,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1101.77,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,368.74,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,638.48,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,133,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,177,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,255.2,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,1707.22,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,684.28,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,2835.2,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,15027.3,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,4698.2,TIRES/TUBES
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,4858.1,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2099.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2057.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,3680.18,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2099.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1832.76,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,241,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,709.55,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,976.38,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,775,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,555.58,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,737.48,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,974.88,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,569.92,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,687.26,TIRES/TUBES
DONALD B RICE TIRE CO INC,CENTRAL SERVICES,21701,16245.3,TIRES/TUBES
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,170.64,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,791.8,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,204.16,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,245.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,890.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,40,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1562.22,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2087.96,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,136.97,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,773,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,444,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,269.94,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1705.09,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1043.98,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,562.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,436,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1605.97,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1820.76,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1572.44,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,585.05,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1148.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2316.9,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,545.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,873,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,136.93,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,2514.68,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,704,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1093.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,697.51,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,704,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,363.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,703.8,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,718.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1304.24,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,547.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,363.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,613.8,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,794.7,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1437.44,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,910.38,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1654.41,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1609.44,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,136.97,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,669.43,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,661.79,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1093.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,420,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1579.4,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,727.5,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,14487.85,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,900.72,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,136.93,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1605.2,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,704,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,512.75,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,30,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1589.4,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1290.04,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,338.17,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,834.12,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,1589.4,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,FIRE/EMS,21701,115,OUTSIDE VEH & HVY EQ REPA
DONALD B RICE TIRE CO INC,ENVIRONMENT,21701,929.25,OTHER VEHICLE AND HEAVY EQUIPMENT REPAIR & MAINT
